state,huc12,name,area_total_ha,area_cropland_ha,area_perennial_ha,pct_cropland,pct_perennial
IA,070802050303,Town of Albion-Beaver Creek,5727.3,4551.4,456.8,79.5,8.0
IA,070802050304,Hammers Creek-Beaver Creek,13096.3,10025.5,1131.4,76.6,8.6
IA,070802050401,South Fork Black Hawk Creek,10528.9,9692.4,27.7,92.1,0.3
IA,070802050402,Headwaters North Fork Black Hawk Creek,8687.7,7744.5,43.6,89.1,0.5
IA,070802050403,North Fork Black Hawk Creek,10895.9,9684.7,81.4,88.9,0.7
IA,070802050501,Holland Creek,5700.2,5210.6,7.7,91.4,0.1
IA,070802050502,Headwaters Black Hawk Creek,7630.7,6908.9,34.3,90.5,0.4
IA,070802050503,Mosquito Creek,6479.7,5998.2,1.4,92.6,0.0
IA,070802050504,Minnehaha Creek-Black Hawk Creek,14545.7,12954.4,157.5,89.1,1.1
IA,070802050505,City of Reinbeck-Black Hawk Creek,6862.1,5880.0,199.8,85.7,2.9
IA,070802050601,City of Hudson-Black Hawk Creek,8139.6,6848.0,463.9,84.1,5.7
IA,070802050602,Prescotts Creek-Black Hawk Creek,8430.8,4362.4,542.8,51.7,6.4
IA,070802050701,Dry Run,6163.8,2981.7,84.4,48.4,1.4
IA,070802050702,East Lake,6241.3,4430.9,174.8,71.0,2.8
IA,070802050703,Virden Creek-Cedar River,12595.8,5688.5,1924.0,45.2,15.3
IA,070802050801,Headwaters Wolf Creek,8521.6,8054.1,7.5,94.5,0.1
IA,070802050802,Little Wolf Creek,5796.3,5468.4,10.7,94.3,0.2
IA,070802050803,City of Conrad-Wolf Creek,8505.2,7409.7,125.8,87.1,1.5
IA,070802050804,Fourmile Creek,5519.2,4855.2,78.8,88.0,1.4
IA,070802050805,Coon Creek,6144.7,5612.3,21.1,91.3,0.3
IA,070802050806,070802050806-Rock Creek,7944.7,7310.2,33.5,92.0,0.4
IA,070802050807,Twelvemile Creek,13047.0,11807.7,213.5,90.5,1.6
IA,070802050808,Devils Run-Wolf Creek,16075.2,13446.0,527.9,83.6,3.3
IA,070802050809,Wolf Creek,14657.0,11521.4,1300.1,78.6,8.9
IA,070802050901,Elk Run,9195.2,7419.8,185.2,80.7,2.0
IA,070802050902,Poyner Creek,4446.0,3413.4,196.2,76.8,4.4
IA,070802050903,Indian Creek,5688.2,4856.0,123.5,85.4,2.2
IA,070802050904,Headwaters Miller Creek,9363.2,8538.5,39.3,91.2,0.4
IA,070802050905,Miller Creek,7819.6,6481.3,251.8,82.9,3.2
IA,070802050906,Sink Creek-Cedar River,10767.9,3649.3,989.5,33.9,9.2
IA,070802050907,Mud Creek-Cedar River,8408.2,6095.5,1007.5,72.5,12.0
IA,070802051001,Rock Creek,9861.0,8973.4,106.2,91.0,1.1
IA,070802051002,Spring Creek,15940.7,13078.9,525.0,82.0,3.3
IA,070802051003,Lime Creek,10842.1,9030.1,304.0,83.3,2.8
IA,070802051004,Bear Creek,15542.3,13056.3,519.8,84.0,3.3
IA,070802051005,Spring Creek-Cedar River,11775.7,8517.6,1398.3,72.3,11.9
IA,070802051101,Pratt Creek,12826.4,11230.9,159.4,87.6,1.2
IA,070802051102,Hinkle Creek,7938.9,6026.1,328.0,75.9,4.1
IA,070802051103,Prairie Creek,5119.5,3946.1,272.1,77.1,5.3
IA,070802051104,City of Vinton-Mud Creek,11534.0,10071.9,148.8,87.3,1.3
IA,070802051105,Barnets Island-Cedar River,5763.9,2525.1,1492.0,43.8,25.9
IA,070802051201,Opossum Creek,4220.0,3698.7,47.5,87.6,1.1
IA,070802051202,Wildcat Creek,7973.4,7357.1,61.7,92.3,0.8
IA,070802051203,Little Bear Creek,7131.6,6262.1,143.7,87.8,2.0
IA,070802051204,City of Shellsburg-Bear Creek,6250.1,3403.8,732.8,54.5,11.7
IA,070802051301,West Otter Creek,7422.0,6032.5,319.5,81.3,4.3
IA,070802051302,East Otter Creek-Otter Creek,10628.2,6747.9,1068.4,63.5,10.1
IA,070802051401,Headwaters Prairie Creek ,10247.0,9411.1,13.1,91.8,0.1
IA,070802051402,Town of Van Horne-Prairie Creek,9038.5,8240.1,24.4,91.2,0.3
IA,070802051403,Mud Creek,6722.1,5939.2,68.7,88.4,1.0
IA,070802051404,Weasel Creek-Prairie Creek,15093.7,13490.1,172.9,89.4,1.1
IA,070802051405,Outlet Prairie Creek,14338.5,8347.3,753.8,58.2,5.3
IA,070802051501,East Branch Blue Creek,7160.8,5378.6,267.0,75.1,3.7
IA,070802051502,Blue Creek,8921.4,6056.7,623.4,67.9,7.0
IA,070802051503,Wildcat Bluff-Cedar River,8615.0,3458.1,2645.9,40.1,30.7
IA,070802051504,Nelson Creek-Cedar River,10383.1,3074.3,3440.0,29.6,33.1
IA,070802051505,Dry Creek,6992.5,5997.2,86.9,85.8,1.2
IA,070802051506,Morgan Creek,4926.6,3451.7,122.5,70.1,2.5
IA,070802051507,Silver Creek-Cedar River,14621.8,3810.1,2007.8,26.1,13.7
IA,070802060101,Dry Creek,8162.5,5008.2,267.7,61.4,3.3
IA,070802060102,East Indian Creek-Indian Creek,9381.6,6652.0,108.2,70.9,1.2
IA,070802060201,Headwaters Big Creek,10698.8,8650.3,305.4,80.9,2.9
IA,070802060202,Abbe Creek,6563.5,5145.4,359.0,78.4,5.5
IA,070802060203,Big Creek,11574.6,7545.4,1303.6,65.2,11.3
IA,070802060301,West Rock Creek-Rock Creek,8940.9,7952.8,185.5,88.9,2.1
IA,070802060302,Rock Creek,7248.6,4650.1,845.6,64.2,11.7
IA,070802060401,Pleasant Run-Cedar River,8549.2,2648.6,2665.9,31.0,31.2
IA,070802060402,Clear Creek,7211.2,4285.7,985.4,59.4,13.7
IA,070802060403,Spring Creek-Cedar River,8222.6,3371.1,1629.7,41.0,19.8
IA,070802060404,Nicholson Creek,4661.2,2688.0,437.8,57.7,9.4
IA,070802060405,Mill Creek-Cedar River,15864.0,9047.6,2814.6,57.0,17.7
IA,070802060406,Rock Run Creek,6110.4,4997.0,397.6,81.8,6.5
IA,070802060407,Community of Buchanan-Cedar River,6378.9,1866.2,2191.1,29.3,34.3
IA,070802060501,Upper Mud Creek,11283.2,10064.5,10.6,89.2,0.1
IA,070802060502,Middle Mud Creek,11727.4,10106.5,112.0,86.2,1.0
IA,070802060503,Lower Mud Creek,4565.0,3553.5,194.4,77.8,4.3
IA,070802060601,Bennett Creek,9475.0,8684.5,10.8,91.7,0.1
IA,070802060602,Bennet Creek-Sugar Creek,11432.4,10050.8,220.0,87.9,1.9
IA,070802060603,Sugar Creek,9299.5,7136.0,717.7,76.7,7.7
IA,070802060701,Middle Branch Wapsinonoc Creek,6358.8,5665.5,29.2,89.1,0.5
IA,070802060702,West Branch Wapsinonoc Creek,14583.1,11691.8,294.5,80.2,2.0
IA,070802060703,Big Slough,8633.2,7811.5,27.6,90.5,0.3
IA,070802060704,East Branch Wapsinonoc Creek-Wapsinonoc Creek,10840.3,9395.8,140.8,86.7,1.3
IA,070802060705,Wapsinonoc Creek,5967.5,4887.8,369.2,81.9,6.2
IA,070802060801,Crooked Creek,4906.1,3349.6,255.5,68.3,5.2
IA,070802060802,Little Mosquito Creek,5283.6,4176.8,631.6,79.1,12.0
IA,070802060803,Pee Dee Creek-Cedar River,8906.9,4143.4,2494.2,46.5,28.0
IA,070802060804,Chicken Creek-Cedar River,8391.6,5420.1,1632.8,64.6,19.5
IA,070802060805,Pike Run-Cedar River,9339.8,5996.0,1740.9,64.2,18.6
IA,070802060806,Crane Creek-Cedar River,9303.6,5239.7,2179.8,56.3,23.4
IA,070802060807,Cedar River,7899.0,4108.9,2318.7,52.0,29.4
IA,070802070101,Headwaters West Branch Iowa River,11528.6,8773.8,396.4,76.1,3.4
IA,070802070102,Drainage Ditch Number 1,6191.2,5389.2,61.0,87.0,1.0
IA,070802070103,Eagle Lake-West Branch Iowa River,6030.5,4887.8,499.3,81.1,8.3
IA,070802070104,West Branch Iowa River,15244.8,13321.2,405.2,87.4,2.7
IA,070802070201,Drainage Ditch Number 81,5691.9,4991.2,21.5,87.7,0.4
IA,070802070202,Galls Creek,5809.2,5433.9,15.8,93.5,0.3
IA,070802070203,Headwaters East Branch Iowa River,14727.0,13327.1,73.3,90.5,0.5
IA,070802070204,Drainage Ditch Number 9,12718.3,11269.9,105.2,88.6,0.8
IA,070802070205,East Branch Iowa River,12283.5,10223.5,545.0,83.2,4.4
IA,070802070301,Luicks Creek,11317.5,10044.5,171.7,88.8,1.5
IA,070802070302,Elm Lake-Iowa River,10554.2,7330.2,642.4,69.5,6.1
IA,070802070303,Ditch Number 146,6522.2,5925.4,51.2,90.8,0.8
IA,070802070304,Ditch Number Three,9017.1,8181.3,27.0,90.7,0.3
IA,070802070305,City of Rowan-Iowa River,5513.7,4599.3,338.0,83.4,6.1
IA,070802070306,Township of Morgan,6001.9,5232.4,68.0,87.2,1.1
IA,070802070307,Sheldon Creek,5510.5,4850.5,25.6,88.0,0.5
IA,070802070308,DeLongs Creek-Iowa River,9056.7,6903.3,684.4,76.2,7.6
IA,070802070309,City of Popejoy-Iowa River,9834.6,8393.3,598.4,85.3,6.1
IA,070802070310,Elk Run,4526.6,3946.4,99.1,87.2,2.2
IA,070802070311,Town of Alden-Iowa River,4575.0,3179.6,344.6,69.5,7.5
IA,070802070401,Headwaters Tipton Creek,14578.4,13576.9,36.4,93.1,0.3
IA,070802070402,Tipton Creek,5241.6,3713.4,505.5,70.8,9.6
IA,070802070501,Headwaters Beaver Creek,10987.2,9846.4,31.0,89.6,0.3
IA,070802070502,Beaver Creek,8187.1,6787.4,157.0,82.9,1.9
IA,070802070601,Headwaters South Fork Iowa River,14054.7,13197.4,7.0,93.9,0.0
IA,070802070602,Upper South Fork Iowa River,11558.6,10382.0,159.9,89.8,1.4
IA,070802070603,Middle South Fork Iowa River,8017.6,6228.0,534.4,77.7,6.7
IA,070802070604,Lower South Fork Iowa River,7180.6,4608.4,853.8,64.2,11.9
IA,070802070701,Headwaters Honey Creek,13717.4,12362.0,34.7,90.1,0.3
IA,070802070702,Honey Creek,15514.6,12995.5,505.4,83.8,3.3
IA,070802070801,Township of Lincoln,4416.1,4083.6,18.1,92.5,0.4
IA,070802070802,South Minerva Creek,6964.1,6168.8,155.1,88.6,2.2
IA,070802070803,Middle Minerva Creek,10827.5,9455.2,162.0,87.3,1.5
IA,070802070804,Headwaters Minerva Creek,14272.6,12691.7,266.7,88.9,1.9
IA,070802070805,Minerva Creek,6538.7,5365.5,296.9,82.1,4.5
IA,070802070901,School Creek-Iowa River,15032.1,10355.3,1810.8,68.9,12.0
IA,070802070902,Pine Creek-Iowa River,13630.7,9191.2,1782.5,67.4,13.1
IA,070802070903,Bear Creek,6683.2,6101.3,51.1,91.3,0.8
IA,070802070904,Dowd Creek,7008.9,6198.6,44.7,88.4,0.6
IA,070802070905,City of Union-Iowa River,10032.5,7250.6,1014.2,72.3,10.1
IA,070802080101,Headwaters Linn Creek,9711.0,8388.5,81.3,86.4,0.8
IA,070802080102,Linn Creek,7086.7,3564.0,282.0,50.3,4.0
IA,070802080201,Lutes Creek,4052.9,3579.4,16.4,88.3,0.4
IA,070802080202,Brush Creek,5369.4,4581.9,49.6,85.3,0.9
IA,070802080203,South Timber Creek-Timber Creek,7493.7,5886.0,412.0,78.5,5.5
IA,070802080204,Headwaters North Timber Creek,6329.7,5528.7,64.7,87.3,1.0
IA,070802080205,North Timber Creek,7515.4,5235.9,499.9,69.7,6.7
IA,070802080206,Timber Creek,2520.2,1722.0,168.3,68.3,6.7
IA,070802080301,Headwaters Deer Creek,10185.4,8221.4,343.8,80.7,3.4
IA,070802080302,Deer Creek,11967.7,7070.3,1298.3,59.1,10.8
IA,070802080401,Asher Creek,12021.4,10623.1,271.6,88.4,2.3
IA,070802080402,Burnett Creek,8349.0,7299.3,94.8,87.4,1.1
IA,070802080403,Dry Branch-Iowa River,7897.6,4582.2,1068.2,58.0,13.5
IA,070802080404,Sugar Creek,5474.4,3697.9,538.2,67.5,9.8
IA,070802080405,Davisons Creek-Iowa River,12761.1,8162.8,1820.4,64.0,14.3
IA,070802080406,Raven Creek,6827.6,5785.0,185.3,84.7,2.7
IA,070802080407,Bennett Creek-Iowa River,10652.8,5278.6,2394.4,49.6,22.5
IA,070802080501,South Branch Salt Creek,7980.2,5465.0,359.1,68.5,4.5
IA,070802080502,Headwaters Salt Creek,13132.4,11345.9,231.8,86.4,1.8
IA,070802080503,Twogood Cemetery,4176.2,3900.1,4.0,93.4,0.1
IA,070802080504,Stein Creek,6774.6,6235.6,5.0,92.0,0.1
IA,070802080505,East Branch Salt Creek,8290.1,7459.9,44.2,90.0,0.5
IA,070802080506,Wolf Creek-Salt Creek,8715.5,5796.6,806.3,66.5,9.3
IA,070802080507,Salt Creek,8257.8,4380.6,1471.0,53.0,17.8
IA,070802080601,North Walnut Creek,7038.5,6133.1,75.7,87.1,1.1
IA,070802080602,Headwaters Walnut Creek,10630.5,8700.3,436.1,81.8,4.1
IA,070802080603,Walnut Creek,5771.9,3976.3,530.1,68.9,9.2
IA,070802080701,Richland Creek,15614.6,13251.6,452.1,84.9,2.9
IA,070802080702,Otter Creek,10746.4,6351.5,1749.8,59.1,16.3
IA,070802080703,Plague Mine Creek-Iowa River,14253.8,4241.3,5184.3,29.8,36.4
IA,070802080801,Headwaters Big Bear Creek,12245.7,10672.2,72.4,87.2,0.6
IA,070802080802,City of Brooklyn-Little Bear Creek,11853.2,9352.8,124.6,78.9,1.1
IA,070802080803,Stony Creek-Big Bear Creek,9466.6,7884.6,177.2,83.3,1.9
IA,070802080804,Rock Creek,4305.8,3779.9,110.5,87.8,2.6
IA,070802080805,Little Bear Creek,5911.4,4599.2,296.0,77.8,5.0
IA,070802080806,Big Bear Creek,13360.1,9849.5,865.1,73.7,6.5
IA,070802080901,Buckeye Creek,6530.0,4045.9,445.4,62.0,6.8
IA,070802080902,Honey Creek,8139.5,6560.4,214.0,80.6,2.6
IA,070802080903,Town of Belle Plaine-Iowa River,5554.1,1746.2,1514.2,31.4,27.3
IA,070802080904,Coon Creek-Iowa River,11257.1,4118.8,2673.2,36.6,23.7
IA,070802081001,Hilton Creek,5638.4,3928.4,372.4,69.7,6.6
IA,070802081002,Price Creek,8021.2,5490.4,460.5,68.4,5.7
IA,070802081003,Mill Race-Iowa River,14663.8,4199.1,5993.6,28.6,40.9
IA,070802081004,Knapp Creek,7587.9,5169.5,696.8,68.1,9.2
IA,070802081005,Matson Pond-Iowa River,4144.8,1328.8,1776.1,32.1,42.9
IA,070802081006,Plum Creek-Iowa River,13298.2,6150.9,3309.3,46.3,24.9
IA,070802081007,Hoosier Creek,9850.9,5989.3,688.5,60.8,7.0
IA,070802081008,Lake MacBride-Mill Creek,6898.3,3828.4,825.8,55.5,12.0
IA,070802090101,Upper Clear Creek,9134.3,8089.8,40.3,88.6,0.4
IA,070802090102,Middle Clear Creek,9994.8,5290.8,913.6,52.9,9.1
IA,070802090103,Lower Clear Creek,7635.6,2837.6,846.4,37.2,11.1
IA,070802090201,Headwaters Old Mans Creek,10190.7,9220.1,2.2,90.5,0.0
IA,070802090202,City of Williamsburg-Old Mans Creek,9833.7,7101.5,196.7,72.2,2.0
IA,070802090203,Convey Creek-Old Mans Creek,8619.4,5639.4,518.9,65.4,6.0
IA,070802090204,North Branch Old Mans Creek,8651.1,6368.2,309.1,73.6,3.6
IA,070802090205,Mooney Creek-Old Mans Creek,7186.2,4227.5,986.3,58.8,13.7
IA,070802090206,Dirty Face Creek,6843.1,5231.8,235.1,76.5,3.4
IA,070802090207,Old Womans Creek-Old Mans Creek,12561.6,8794.4,675.6,70.0,5.4
IA,070802090301,Gritter Creek,6006.1,4278.4,321.4,71.2,5.4
IA,070802090302,Middle English River,12078.2,9023.2,450.9,74.7,3.7
IA,070802090401,Headwaters North English River,14600.7,12034.5,150.2,82.4,1.0
IA,070802090402,Town of Gurnsey-North English River,7719.4,5602.1,252.2,72.6,3.3
IA,070802090403,Deep River,10740.7,8139.4,411.4,75.8,3.8
IA,070802090404,Jordan Creek-North English River,7906.9,5607.6,303.0,70.9,3.8
IA,070802090405,Devils Run,5263.4,2447.1,405.5,46.5,7.7
IA,070802090406,Saint Bernards Cemetery-North English River,5195.5,2686.9,623.4,51.7,12.0
IA,070802090407,Deer Creek-North English River,5103.6,2529.1,416.8,49.6,8.2
IA,070802090408,Outlet North English River,5744.4,3832.2,500.2,66.7,8.7
IA,070802090501,Town of Tilton,4459.6,3955.0,61.8,88.7,1.4
IA,070802090502,Upper South English River,7448.8,6367.4,11.7,85.5,0.2
IA,070802090503,Middle South English River,11085.8,8294.8,572.0,74.8,5.2
IA,070802090504,Lower South English River,10410.8,6913.8,1082.5,66.4,10.4
IA,070802090601,Lime Creek,10606.3,7580.7,668.3,71.5,6.3
IA,070802090602,Birch Creek-English River,8872.9,5566.4,1192.0,62.7,13.4
IA,070802090603,Deer Creek,10751.9,9110.4,224.5,84.7,2.1
IA,070802090604,Camp Creek,5186.7,3724.5,278.2,71.8,5.4
IA,070802090605,Ramsey Creek-English River,6248.2,3839.9,699.8,61.5,11.2
IA,070802090606,English River,10289.6,5384.4,1292.8,52.3,12.6
IA,070802090701,Rapid Creek,8758.3,4456.8,1453.1,50.9,16.6
IA,070802090702,Snyder Creek,6624.9,5117.8,202.9,77.3,3.1
IA,070802090704,Buck Creek,7798.2,6634.4,313.2,85.1,4.0
IA,070802090705,Crooked Creek-Iowa River,4955.6,2827.8,821.7,57.1,16.6
IA,070802090801,Davis Creek,7531.7,4472.9,959.8,59.4,12.7
IA,070802090802,Richey Creek,4567.1,3552.0,515.4,77.8,11.3
IA,070802090803,Goose Creek,11191.4,6527.4,1240.6,58.3,11.1
IA,070802090804,Honey Creek,4508.0,3707.5,182.7,82.2,4.1
IA,070802090805,Short Creek,7912.1,5025.5,905.6,63.5,11.4
IA,070802090806,Prairie Creek-Iowa River,11263.1,6857.8,2100.6,60.9,18.7
IA,070802090901,North Fork Long Creek,8687.9,7175.5,190.5,82.6,2.2
IA,070802090902,South Fork Long Creek,9169.1,7494.9,189.6,81.7,2.1
IA,070802090903,Big Slough Creek,4472.4,3842.6,77.5,85.9,1.7
IA,070802090904,Buffington Creek,4418.9,3724.0,176.2,84.3,4.0
IA,070802090905,Johnny Creek-Long Creek,7549.1,4982.8,978.5,66.0,13.0
IA,070802090906,Long Creek,5677.3,3376.3,1092.6,59.5,19.2
IA,070802091001,Bethel Cemetery-Honey Creek,7732.0,5457.5,921.7,70.6,11.9
IA,070802091002,Otter Creek,9653.2,6947.4,1124.5,72.0,11.6
IA,070802091101,Indian Creek,8103.5,6754.1,270.4,83.3,3.3
IA,070802091102,Ditch Number 25-Iowa River,6090.8,3816.5,1161.1,62.7,19.1
IA,070802091103,Smith Creek,7360.8,4574.5,1176.8,62.1,16.0
IA,070802091104,Sunfish Lake-Iowa River,15580.3,7465.7,4355.3,47.9,28.0
IA,071000020201,Ditch Number 7,5614.1,5222.8,27.4,93.0,0.5
IA,071000020202,Headwaters Jack Creek,6813.4,4543.2,756.6,66.7,11.1
IA,071000020203,Ditch Number 21,5011.7,4757.6,3.7,94.9,0.1
IA,071000020204,Community of Maple Hill-Jack Creek,6267.4,5748.8,105.3,91.7,1.7
IA,071000020205,Jack Creek,5546.2,4349.0,107.7,78.4,1.9
IA,071000020301,Headwaters Silver Creek,7144.5,6172.3,107.8,86.4,1.5
IA,071000020302,Silver Creek,9517.4,8331.2,105.5,87.5,1.1
IA,071000020401,Ditch Number 151-Des Moines River,13248.5,9859.9,891.2,74.4,6.7
IA,071000020402,Bur Oak Lake-Des Moines River,11195.4,7828.3,604.6,69.9,5.4
IA,071000020403,Ditch Number 132,5928.7,5008.1,132.2,84.5,2.2
IA,071000020404,City of Emmetsburg-Des Moines River,5889.8,3652.7,688.0,62.0,11.7
IA,071000020501,Five Island Lake,10398.4,9179.5,96.0,88.3,0.9
IA,071000020502,Dry Ditch,4735.6,3840.3,47.6,81.1,1.0
IA,071000020503,Cylinder Creek,15300.5,13187.6,475.5,86.2,3.1
IA,071000020601,Headwaters Prairie Creek,6971.3,6521.3,23.6,93.5,0.3
IA,071000020602,Prairie Creek,10712.9,9870.9,37.5,92.1,0.4
IA,071000020701,Headwaters Pilot Creek,12645.7,11844.3,22.3,93.7,0.2
IA,071000020702,Crooked Creek,6172.6,5783.0,27.7,93.7,0.4
IA,071000020703,Pilot Creek,7509.2,6515.6,108.5,86.8,1.4
IA,071000020801,Ditch Number 41-Des Moines River,14710.9,11724.1,884.2,79.7,6.0
IA,071000020802,Ditch Number 48,5400.4,5084.6,10.0,94.2,0.2
IA,071000020803,Beaver Creek,16209.5,14817.9,100.8,91.4,0.6
IA,071000020804,Ditch Number 17-Des Moines River,7334.6,5706.3,903.5,77.8,12.3
IA,071000020901,Ditch Number 7-Des Moines River,9384.7,7846.1,608.3,83.6,6.5
IA,071000020902,Indian Creek,11222.3,10037.7,90.5,89.4,0.8
IA,071000020903,Drainage Ditch Number 35-Des Moines River,9658.5,7386.4,436.9,76.5,4.5
IA,071000030106,Ditch Number 40,5404.9,5054.4,38.7,93.5,0.7
IA,071000030201,Headwaters Mud Creek,12284.1,11352.7,108.0,92.4,0.9
IA,071000030202,Mud Creek,5147.7,4692.7,18.2,91.2,0.4
IA,071000030301,Ditch Number 35-East Fork Des Moines River,8390.5,7215.6,150.4,86.0,1.8
IA,071000030302,Prairie Creek,4403.9,4137.3,9.1,93.9,0.2
IA,071000030303,Crooked Run-East Fork Des Moines River,8219.1,6464.2,553.8,78.6,6.7
IA,071000030304,Buaer Landing Strip-East Fork Des Moines River,4197.4,3468.2,293.8,82.6,7.0
IA,071000030401,Headwaters Little Buffalo Creek,11761.6,10333.4,171.7,87.9,1.5
IA,071000030402,Headwaters Buffalo Creek,9520.7,8727.4,167.1,91.7,1.8
IA,071000030403,Little Buffalo Creek,11546.5,10783.1,32.9,93.4,0.3
IA,071000030404,Buffalo Creek,11133.7,9509.4,417.2,85.4,3.7
IA,071000030501,Upper Black Cat Creek,5527.6,5217.7,12.8,94.4,0.2
IA,071000030502,Calamus Creek,6431.0,5816.0,12.4,90.4,0.2
IA,071000030503,Middle Black Cat Creek,12415.5,11245.9,49.9,90.6,0.4
IA,071000030504,Lower Black Cat Creek,5816.2,4622.5,211.1,79.5,3.6
IA,071000030601,Drainage Ditch Number 63-East Fork Des Moines River,8837.5,7624.3,268.0,86.3,3.0
IA,071000030602,Lindsey Creek,13241.8,12153.1,72.4,91.8,0.5
IA,071000030603,Plum Creek,13142.6,11966.1,96.0,91.0,0.7
IA,071000030604,Oak Lake-East Fork Des Moines River,6818.6,5369.1,645.8,78.7,9.5
IA,071000030701,Upper Lotts Creek,10085.2,9445.3,11.3,93.7,0.1
IA,071000030702,Hine Creek,8485.6,7849.6,20.3,92.5,0.2
IA,071000030703,Middle Lotts Creek,10336.2,9465.8,22.8,91.6,0.2
IA,071000030704,Trulner Creek,8504.9,7843.3,12.8,92.2,0.2
IA,071000030705,Lower Lotts Creek,4991.2,4271.2,160.1,85.6,3.2
IA,071000030801,Purcell Creek,4858.7,4303.6,129.6,88.6,2.7
IA,071000030802,City of Algona-East Fork Des Moines River,6936.3,3880.8,925.9,55.9,13.3
IA,071000030803,Fourmile Creek,8413.8,7553.3,54.6,89.8,0.6
IA,071000030804,Village of Irvington-East Fork Des Moines River,4580.6,3401.0,411.9,74.2,9.0
IA,071000030805,Drainage Ditch Number 182,4468.4,3991.1,38.6,89.3,0.9
IA,071000030806,Ditch Number 94-East Fork Des Moines River,9089.5,7200.4,790.4,79.2,8.7
IA,071000030901,Bloody Run,13616.0,12631.6,60.3,92.8,0.4
IA,071000030902,City of Livermore-East Fork Des Moines River,4070.5,3487.9,209.6,85.7,5.1
IA,071000030903,East Fork Des Moines River,14510.9,12216.7,800.5,84.2,5.5
IA,071000040101,Headwaters North Branch Lizard Creek,13429.4,11733.8,326.6,87.4,2.4
IA,071000040102,Upper North Branch Lizard Creek,7854.6,7243.5,32.2,92.2,0.4
IA,071000040103,Middle North Branch Lizard Creek,6447.8,6086.2,12.3,94.4,0.2
IA,071000040104,Lower North Branch Lizard Creek,10347.6,9107.2,161.3,88.0,1.6
IA,071000040201,Upper South Branch Lizard Creek,10983.7,10390.0,6.6,94.6,0.1
IA,071000040202,Middle South Branch Lizard Creek,12587.8,11408.8,78.8,90.6,0.6
IA,071000040203,Spring Creek,8581.8,7636.3,44.3,89.0,0.5
IA,071000040204,Lower South Branch Lizard Creek,9337.6,7172.4,674.9,76.8,7.2
IA,071000040301,Upper Lizard Creek,6726.1,6069.8,7.0,90.2,0.1
IA,071000040302,Middle Lizard Creek,10984.8,10011.5,68.8,91.1,0.6
IA,071000040303,Lower Lizard Creek,15681.1,12287.9,1051.6,78.4,6.7
IA,071000040401,Deer Creek,8430.0,7674.8,56.2,91.0,0.7
IA,071000040402,Bass Creek-Des Moines River,14669.3,12798.2,385.1,87.2,2.6
IA,071000040403,Badger Creek,5368.2,4763.7,80.4,88.7,1.5
IA,071000040404,Bradys Creek-Des Moines River,5027.5,3082.3,490.9,61.3,9.8
IA,071000040501,Lateral Number 1,5546.7,5190.0,9.9,93.6,0.2
IA,071000040502,Ditch No 11,4133.8,3748.1,45.0,90.7,1.1
IA,071000040503,City of Vincent-Brushy Creek,11118.2,10069.7,119.1,90.6,1.1
IA,071000040504,Brushy Creek,7358.6,5200.1,960.2,70.7,13.0
IA,071000040601,Soldier Creek,9469.1,7957.4,107.0,84.0,1.1
IA,071000040602,Holliday Creek,5854.1,4313.1,338.6,73.7,5.8
IA,071000040603,Prairie Creek,8855.3,7885.3,302.4,89.0,3.4
IA,071000040604,Gypsum Creek-Des Moines River,10789.1,4974.3,2225.0,46.1,20.6
IA,071000040605,Crooked Creek,7858.3,6737.6,403.6,85.7,5.1
IA,071000040606,City of Lehigh-Des Moines River,5076.7,2403.0,1639.2,47.3,32.3
IA,071000040701,Skillet Creek,8492.3,6674.3,919.3,78.6,10.8
IA,071000040702,Allen Creek-Des Moines River,11109.2,5333.7,3936.0,48.0,35.4
IA,071000040703,Bluff Creek,10749.2,8755.4,735.8,81.5,6.8
IA,071000040704,Elkhorn Creek-Des Moines River,12286.4,5811.8,4265.6,47.3,34.7
IA,071000040705,Bear Creek,4386.0,3325.9,536.4,75.8,12.2
IA,071000040706,Honey Creek-Des Moines River,13311.4,5112.6,3650.7,38.4,27.4
IA,071000040707,Richardson Branch-Des Moines River,13106.2,7229.2,3573.8,55.2,27.3
IA,071000040801,Headwaters Big Creek,11685.4,10258.8,160.4,87.8,1.4
IA,071000040802,Little Creek,5637.0,4526.6,131.1,80.3,2.3
IA,071000040803,Big Creek,6544.6,4032.1,587.2,61.6,9.0
IA,071000040901,Little Beaver Creek,4926.6,4617.1,7.7,93.7,0.2
IA,071000040902,West Beaver Creek,7812.9,6967.2,16.9,89.2,0.2
IA,071000040903,Middle Beaver Creek,7502.5,6835.6,22.1,91.1,0.3
IA,071000040904,East Beaver Creek,4273.1,3432.8,60.7,80.3,1.4
IA,071000040905,Headwaters Beaver Creek,12203.2,11037.0,83.7,90.4,0.7
IA,071000040906,Beaver Branch-Beaver Creek,11230.3,10195.7,213.8,90.8,1.9
IA,071000040907,Slough Creek,10272.1,9383.4,64.9,91.3,0.6
IA,071000040908,Little Beaver Creek-Beaver Creek,9562.0,8377.4,128.3,87.6,1.3
IA,071000040909,City of Bouton-Beaver Creek,6835.4,5095.3,582.8,74.5,8.5
IA,071000040910,Royer Creek-Beaver Creek,12856.5,9737.7,769.3,75.7,6.0
IA,071000040911,Beaver Creek,11416.9,3336.3,1148.7,29.2,10.1
IA,071000041001,Murphy Branch-Des Moines River,14196.6,4557.0,4033.9,32.1,28.4
